"Date","Price","Open","High","Low","Vol.","Change %"
"07/04/2025","8,822.91","8,823.20","8,830.93","8,782.06","443.44M","0.00%"
"07/03/2025","8,823.20","8,774.69","8,837.75","8,774.66","650.91M","0.55%"
"07/02/2025","8,774.69","8,785.33","8,828.16","8,738.99","1.10B","-0.12%"
"07/01/2025","8,785.33","8,760.96","8,790.84","8,726.92","684.29M","0.28%"
"06/30/2025","8,760.96","8,798.91","8,818.44","8,760.96","713.20M","-0.43%"
"06/27/2025","8,798.91","8,735.60","8,798.91","8,735.60","704.80M","0.72%"
"06/26/2025","8,735.60","8,718.75","8,757.10","8,707.65","767.83M","0.19%"
"06/25/2025","8,718.75","8,758.99","8,792.43","8,716.19","676.44M","-0.46%"
"06/24/2025","8,758.99","8,758.04","8,831.90","8,757.97","1.05B","0.01%"
"06/23/2025","8,758.04","8,774.65","8,787.06","8,741.40","600.90M","-0.19%"
"06/20/2025","8,774.65","8,791.80","8,847.28","8,772.32","1.81B","-0.20%"
"06/19/2025","8,791.80","8,843.47","8,844.12","8,788.77","481.02M","-0.58%"
"06/18/2025","8,843.47","8,834.03","8,858.56","8,820.42","657.81M","0.11%"
"06/17/2025","8,834.03","8,875.22","8,875.22","8,809.91","848.33M","-0.46%"
"06/16/2025","8,875.22","8,850.63","8,902.40","8,850.63","840.44M","0.28%"
"06/13/2025","8,850.63","8,884.92","8,898.63","8,822.20","707.86M","-0.39%"
"06/12/2025","8,884.92","8,864.35","8,896.88","8,843.63","767.39M","0.23%"
"06/11/2025","8,864.35","8,853.08","8,885.38","8,847.30","718.74M","0.13%"
"06/10/2025","8,853.08","8,832.28","8,886.06","8,832.28","714.50M","0.24%"
"06/09/2025","8,832.28","8,837.91","8,850.87","8,812.06","549.57M","-0.06%"
"06/06/2025","8,837.91","8,811.04","8,851.38","8,805.57","696.03M","0.30%"
"06/05/2025","8,811.04","8,801.29","8,838.84","8,782.08","692.19M","0.11%"
"06/04/2025","8,801.29","8,787.02","8,821.42","8,780.36","735.58M","0.16%"
"06/03/2025","8,787.02","8,774.26","8,801.46","8,738.45","690.26M","0.15%"
"06/02/2025","8,774.26","8,772.38","8,792.08","8,730.64","669.21M","0.02%"
"05/30/2025","8,772.38","8,716.45","8,790.45","8,715.64","1.74B","0.64%"
"05/29/2025","8,716.45","8,726.01","8,776.27","8,709.11","971.24M","-0.11%"
"05/28/2025","8,726.01","8,778.05","8,799.77","8,726.01","807.57M","-0.59%"
"05/27/2025","8,778.05","8,717.97","8,824.00","8,717.97","836.74M","0.69%"
"05/23/2025","8,717.97","8,739.26","8,779.36","8,604.80","1.04B","-0.24%"
"05/22/2025","8,739.26","8,786.46","8,786.46","8,689.44","815.29M","-0.54%"
"05/21/2025","8,786.46","8,781.12","8,798.46","8,761.95","918.42M","0.06%"
"05/20/2025","8,781.12","8,699.31","8,789.43","8,698.05","949.85M","0.94%"
"05/19/2025","8,699.31","8,684.56","8,699.31","8,613.47","889.62M","0.17%"
"05/16/2025","8,684.56","8,633.75","8,697.00","8,633.63","948.31M","0.59%"
"05/15/2025","8,633.75","8,585.01","8,634.56","8,531.06","1.22B","0.57%"
"05/14/2025","8,585.01","8,602.92","8,616.13","8,558.24","855.91M","-0.21%"
"05/13/2025","8,602.92","8,604.98","8,623.78","8,583.92","685.43M","-0.02%"
"05/12/2025","8,604.98","8,554.80","8,646.32","8,546.25","804.04M","0.59%"
"05/09/2025","8,554.80","8,531.61","8,581.53","8,531.61","690.73M","0.27%"
"05/08/2025","8,531.61","8,559.33","8,607.71","8,514.04","884.33M","-0.32%"
"05/07/2025","8,559.33","8,597.42","8,599.95","8,533.57","1.27B","-0.44%"
"05/06/2025","8,597.42","8,596.35","8,641.68","8,569.11","980.01M","0.01%"
"05/02/2025","8,596.35","8,496.80","8,622.14","8,496.80","908.35M","1.17%"
"05/01/2025","8,496.80","8,494.85","8,505.28","8,468.26","527.54M","0.02%"
"04/30/2025","8,494.85","8,463.46","8,494.85","8,430.48","1.57B","0.37%"
"04/29/2025","8,463.46","8,417.34","8,470.40","8,404.10","654.78M","0.55%"
"04/28/2025","8,417.34","8,415.25","8,452.62","8,415.24","714.11M","0.02%"
"04/25/2025","8,415.25","8,407.44","8,442.65","8,397.07","785.91M","0.09%"
"04/24/2025","8,407.44","8,403.18","8,415.12","8,361.79","1.08B","0.05%"
"04/23/2025","8,403.18","8,328.60","8,467.79","8,328.31","1.03B","0.90%"
"04/22/2025","8,328.60","8,275.66","8,337.67","8,262.49","981.69M","0.64%"
"04/17/2025","8,275.66","8,275.60","8,295.07","8,195.66","735.76M","0.00%"
"04/16/2025","8,275.60","8,249.12","8,281.09","8,177.04","803.86M","0.32%"
"04/15/2025","8,249.12","8,134.34","8,257.77","8,134.01","830.47M","1.41%"
"04/14/2025","8,134.34","7,964.18","8,160.21","7,964.18","711.69M","2.14%"
"04/11/2025","7,964.18","7,913.25","8,000.78","7,862.72","1.17B","0.64%"
"04/10/2025","7,913.25","7,679.48","8,166.53","7,679.48","1.43B","3.04%"
"04/09/2025","7,679.48","7,910.53","7,910.53","7,599.56","1.35B","-2.92%"
"04/08/2025","7,910.53","7,702.08","7,984.19","7,702.08","1.34B","2.71%"
"04/07/2025","7,702.08","8,054.98","8,054.98","7,544.83","2.00B","-4.38%"
"04/04/2025","8,054.98","8,474.74","8,474.74","8,023.45","1.57B","-4.95%"
"04/03/2025","8,474.74","8,608.48","8,608.48","8,453.22","1.40B","-1.55%"
"04/02/2025","8,608.48","8,634.80","8,634.80","8,548.32","600.63M","-0.30%"
"04/01/2025","8,634.80","8,582.81","8,671.91","8,581.91","682.39M","0.61%"
"03/31/2025","8,582.81","8,658.85","8,658.88","8,530.98","923.24M","-0.88%"
"03/28/2025","8,658.85","8,666.12","8,694.19","8,636.92","746.96M","-0.08%"
"03/27/2025","8,666.12","8,689.59","8,689.70","8,611.42","702.85M","-0.27%"
"03/26/2025","8,689.59","8,663.80","8,714.81","8,656.39","703.01M","0.30%"
"03/25/2025","8,663.80","8,638.01","8,717.03","8,638.01","1.02B","0.30%"
"03/24/2025","8,638.01","8,646.79","8,695.60","8,616.42","616.03M","-0.10%"
"03/21/2025","8,646.79","8,701.99","8,701.99","8,615.96","1.91B","-0.63%"
"03/20/2025","8,701.99","8,706.66","8,742.75","8,665.26","886.65M","-0.05%"
"03/19/2025","8,706.66","8,705.23","8,718.74","8,662.56","823.55M","0.02%"
"03/18/2025","8,705.23","8,680.29","8,726.95","8,680.29","1.11B","0.29%"
"03/17/2025","8,680.29","8,632.33","8,688.41","8,625.04","842.70M","0.56%"
"03/14/2025","8,632.33","8,542.56","8,642.79","8,538.07","750.19M","1.05%"
"03/13/2025","8,542.56","8,540.97","8,581.57","8,513.65","767.96M","0.02%"
"03/12/2025","8,540.97","8,495.99","8,565.45","8,495.99","974.80M","0.53%"
"03/11/2025","8,495.99","8,600.22","8,603.93","8,481.11","1.04B","-1.21%"
"03/10/2025","8,600.22","8,679.88","8,700.79","8,591.58","1.52B","-0.92%"
"03/07/2025","8,679.88","8,682.84","8,701.31","8,627.30","900.63M","-0.03%"
"03/06/2025","8,682.84","8,755.84","8,778.19","8,645.84","1.03B","-0.83%"
"03/05/2025","8,755.84","8,759.00","8,835.72","8,752.46","1.24B","-0.04%"
"03/04/2025","8,759.00","8,871.31","8,873.67","8,746.01","1.07B","-1.27%"
"03/03/2025","8,871.31","8,809.74","8,908.82","8,809.74","1.23B","0.70%"
"02/28/2025","8,809.74","8,756.21","8,810.50","8,715.43","2.22B","0.61%"
"02/27/2025","8,756.21","8,731.46","8,768.05","8,680.55","1.17B","0.28%"
"02/26/2025","8,731.46","8,668.67","8,738.28","8,668.67","981.87M","0.72%"
"02/25/2025","8,668.67","8,658.98","8,712.17","8,628.11","878.15M","0.11%"
"02/24/2025","8,658.98","8,659.37","8,688.26","8,614.08","792.02M","0.00%"
"02/21/2025","8,659.37","8,662.97","8,684.78","8,638.63","986.56M","-0.04%"
"02/20/2025","8,662.97","8,712.53","8,712.66","8,650.80","1.28B","-0.57%"
"02/19/2025","8,712.53","8,766.73","8,771.22","8,696.94","763.33M","-0.62%"
"02/18/2025","8,766.73","8,768.01","8,787.66","8,757.82","659.92M","-0.01%"
"02/17/2025","8,768.01","8,732.46","8,769.07","8,725.27","628.96M","0.41%"
"02/14/2025","8,732.46","8,764.72","8,767.73","8,717.54","893.55M","-0.37%"
"02/13/2025","8,764.72","8,807.44","8,820.93","8,729.57","846.52M","-0.49%"
"02/12/2025","8,807.44","8,777.39","8,810.62","8,759.38","841.92M","0.34%"
"02/11/2025","8,777.39","8,767.80","8,789.58","8,750.53","875.63M","0.11%"
"02/10/2025","8,767.80","8,700.53","8,785.85","8,694.55","832.11M","0.77%"
"02/07/2025","8,700.53","8,727.28","8,728.94","8,685.78","992.47M","-0.31%"
"02/06/2025","8,727.28","8,623.29","8,767.50","8,623.29","871.96M","1.21%"
"02/05/2025","8,623.29","8,570.77","8,623.29","8,550.24","787.61M","0.61%"
"02/04/2025","8,570.77","8,583.56","8,583.59","8,524.66","1.13B","-0.15%"
"02/03/2025","8,583.56","8,673.96","8,673.96","8,520.20","774.95M","-1.04%"
"01/31/2025","8,673.96","8,646.88","8,692.84","8,646.88","1.13B","0.31%"
"01/30/2025","8,646.88","8,557.81","8,655.19","8,547.86","641.23M","1.04%"
"01/29/2025","8,557.81","8,533.87","8,584.07","8,518.27","769.55M","0.28%"
"01/28/2025","8,533.87","8,503.71","8,572.96","8,503.62","703.54M","0.35%"
"01/27/2025","8,503.71","8,502.35","8,514.17","8,462.18","684.09M","0.02%"
"01/24/2025","8,502.35","8,565.20","8,586.68","8,492.73","699.39M","-0.73%"
"01/23/2025","8,565.20","8,545.13","8,572.51","8,532.07","1.03B","0.23%"
"01/22/2025","8,545.13","8,548.29","8,584.73","8,527.79","992.84M","-0.04%"
"01/21/2025","8,548.29","8,520.54","8,550.41","8,513.42","761.21M","0.33%"
"01/20/2025","8,520.54","8,505.22","8,548.59","8,501.82","718.32M","0.18%"
"01/17/2025","8,505.22","8,391.90","8,533.43","8,391.83","1.07B","1.35%"
"01/16/2025","8,391.90","8,301.13","8,391.90","8,301.13","748.67M","1.09%"
"01/15/2025","8,301.13","8,201.54","8,307.56","8,199.57","1.02B","1.21%"
"01/14/2025","8,201.54","8,224.19","8,244.31","8,193.54","946.04M","-0.28%"
"01/13/2025","8,224.19","8,248.49","8,254.00","8,192.31","895.89M","-0.29%"
"01/10/2025","8,248.49","8,319.69","8,326.32","8,247.61","912.29M","-0.86%"
"01/09/2025","8,319.69","8,251.03","8,322.59","8,243.15","822.70M","0.83%"
