"Date","Price","Open","High","Low","Vol.","Change %"
"11/24/2021","8.5194","8.5510","8.5545","8.5117","117.18K","-0.37%"
"11/23/2021","8.5510","8.5533","8.5619","8.5248","142.09K","-0.04%"
"11/22/2021","8.5546","8.5942","8.5968","8.5459","160.28K","-0.45%"
"11/19/2021","8.5933","8.6149","8.6251","8.5655","94.33K","-0.28%"
"11/18/2021","8.6177","8.6000","8.6255","8.5949","122.13K","0.22%"
"11/17/2021","8.5987","8.5863","8.6103","8.5598","126.89K","0.16%"
"11/16/2021","8.5849","8.5681","8.6034","8.5501","127.15K","0.22%"
"11/15/2021","8.5663","8.5634","8.5864","8.5487","109.49K","0.09%"
"11/12/2021","8.5584","8.5461","8.5663","8.5343","96.58K","0.14%"
"11/11/2021","8.5461","8.5646","8.6030","8.5365","104.95K","-0.20%"
"11/10/2021","8.5636","8.6674","8.6745","8.5614","113.78K","-1.18%"
"11/09/2021","8.6661","8.6685","8.6963","8.6453","95.10K","-0.04%"
"11/08/2021","8.6692","8.6369","8.6820","8.6030","92.77K","0.38%"
"11/05/2021","8.6366","8.6328","8.6472","8.5906","91.38K","0.00%"
"11/04/2021","8.6363","8.7680","8.7764","8.6178","132.29K","-1.50%"
"11/03/2021","8.7680","8.7116","8.7725","8.7034","119.49K","0.62%"
"11/02/2021","8.7143","8.7482","8.7524","8.7072","115.75K","-0.32%"
"11/01/2021","8.7425","8.7647","8.7705","8.7273","92.51K","-0.33%"
"10/29/2021","8.7714","8.8144","8.8308","8.7551","115.00K","-0.48%"
"10/28/2021","8.8137","8.7887","8.8311","8.7717","125.10K","0.28%"
"10/27/2021","8.7893","8.7888","8.7986","8.7620","98.47K","0.01%"
"10/26/2021","8.7882","8.7923","8.8260","8.7766","95.11K","-0.05%"
"10/25/2021","8.7930","8.7825","8.8029","8.7747","100.17K","0.13%"
"10/22/2021","8.7812","8.8176","8.8346","8.7700","100.78K","-0.42%"
"10/21/2021","8.8182","8.8396","8.8440","8.8070","82.00K","-0.25%"
"10/20/2021","8.8400","8.8036","8.8471","8.7862","78.32K","0.40%"
"10/19/2021","8.8052","8.8269","8.8465","8.7993","109.61K","-0.24%"
"10/18/2021","8.8263","8.8500","8.8597","8.8132","76.23K","-0.27%"
"10/15/2021","8.8503","8.8057","8.8648","8.7970","83.50K","0.50%"
"10/14/2021","8.8067","8.7789","8.8434","8.7769","70.91K","0.29%"
"10/13/2021","8.7811","8.7628","8.7950","8.7541","108.18K","0.21%"
"10/12/2021","8.7629","8.7723","8.7960","8.7496","82.25K","-0.09%"
"10/11/2021","8.7706","8.7719","8.8047","8.7623","77.30K","-0.01%"
"10/08/2021","8.7719","8.7787","8.8052","8.7574","76.25K","-0.09%"
"10/07/2021","8.7797","8.7533","8.7930","8.7481","82.76K","0.28%"
"10/06/2021","8.7556","8.7881","8.7913","8.7311","97.32K","-0.36%"
"10/05/2021","8.7875","8.7746","8.7988","8.7571","106.70K","0.14%"
"10/04/2021","8.7749","8.7336","8.7938","8.7236","76.19K","0.48%"
"10/01/2021","8.7333","8.6850","8.7523","8.6601","84.26K","0.54%"
"09/30/2021","8.6863","8.6868","8.7147","8.6685","111.63K","-0.02%"
"09/29/2021","8.6884","8.7436","8.7669","8.6780","103.50K","-0.63%"
"09/28/2021","8.7439","8.8438","8.8570","8.7333","114.15K","-1.14%"
"09/27/2021","8.8448","8.8468","8.8683","8.8215","77.86K","0.02%"
"09/24/2021","8.8429","8.8622","8.8744","8.8326","73.07K","-0.20%"
"09/23/2021","8.8606","8.8065","8.8829","8.7962","103.78K","0.62%"
"09/22/2021","8.8062","8.8316","8.8520","8.7946","105.47K","-0.31%"
"09/21/2021","8.8336","8.8323","8.8546","8.8203","80.11K","0.01%"
"09/20/2021","8.8326","8.8885","8.8940","8.8200","72.88K","-0.61%"
"09/17/2021","8.8872","8.9066","8.9158","8.8762","78.03K","-0.20%"
