"Date","Price","Open","High","Low","Vol.","Change %"
"07/22/2021","151.59","151.28","151.93","150.73","","0.27%"
"07/21/2021","151.18","149.71","151.37","149.28","","1.01%"
"07/20/2021","149.67","149.71","149.99","148.45","","0.03%"
"07/19/2021","149.63","151.40","151.70","149.32","","-1.21%"
"07/16/2021","151.47","151.95","152.64","151.42","","-0.29%"
"07/15/2021","151.91","152.39","152.82","151.60","","-0.30%"
"07/14/2021","152.37","152.82","153.32","152.32","","-0.27%"
"07/13/2021","152.79","153.24","153.51","152.37","","-0.25%"
"07/12/2021","153.17","153.13","153.36","152.40","","0.06%"
"07/09/2021","153.08","151.41","153.18","151.17","","1.14%"
"07/08/2021","151.35","152.74","152.82","150.66","","-0.87%"
"07/07/2021","152.68","152.68","153.20","152.29","","0.01%"
"07/06/2021","152.66","153.64","154.09","152.35","","-0.62%"
"07/05/2021","153.62","153.49","153.78","153.40","","0.10%"
"07/02/2021","153.47","153.55","153.75","153.07","","-0.02%"
"07/01/2021","153.50","153.64","153.99","153.34","","-0.08%"
"06/30/2021","153.62","152.94","153.76","152.66","","0.48%"
"06/29/2021","152.88","153.62","153.65","152.60","","-0.45%"
"06/28/2021","153.57","153.64","154.26","153.38","","-0.10%"
"06/25/2021","153.72","154.37","154.56","153.58","","-0.40%"
"06/24/2021","154.34","154.93","155.17","153.82","","-0.34%"
"06/23/2021","154.86","154.34","155.17","154.22","","0.36%"
"06/22/2021","154.31","153.69","154.49","153.09","","0.44%"
"06/21/2021","153.64","152.29","153.76","151.31","","0.97%"
"06/18/2021","152.16","153.41","153.80","151.98","","-0.79%"
"06/17/2021","153.37","154.85","155.04","153.13","","-0.94%"
"06/16/2021","154.82","155.05","155.41","154.66","","-0.12%"
"06/15/2021","155.01","155.35","155.51","154.52","","-0.17%"
"06/14/2021","155.28","154.81","155.37","154.31","","0.39%"
"06/11/2021","154.67","154.99","155.23","154.62","","-0.17%"
"06/10/2021","154.93","154.80","155.24","154.11","","0.12%"
"06/09/2021","154.75","155.04","155.33","154.47","","-0.15%"
