"날짜","종가","시가","고가","저가","거래량","변동 %"
"2020- 01- 27","1.3192","1.3144","1.3201","1.3144","","0.38%"
"2020- 01- 24","1.3142","1.3128","1.3154","1.3118","","0.15%"
"2020- 01- 23","1.3122","1.3133","1.3173","1.3122","","-0.09%"
"2020- 01- 22","1.3134","1.3067","1.3154","1.3034","","0.51%"
"2020- 01- 21","1.3067","1.3046","1.3081","1.3042","","0.16%"
"2020- 01- 20","1.3046","1.3063","1.3074","1.3042","","-0.13%"
"2020- 01- 17","1.3063","1.3042","1.3077","1.3032","","0.18%"
"2020- 01- 16","1.3040","1.3039","1.3058","1.3030","","-0.01%"
"2020- 01- 15","1.3041","1.3062","1.3080","1.3033","","-0.15%"
"2020- 01- 14","1.3060","1.3056","1.3081","1.3045","","0.03%"
"2020- 01- 13","1.3056","1.3051","1.3068","1.3032","","0.05%"
"2020- 01- 10","1.3050","1.3056","1.3077","1.3027","","-0.03%"
"2020- 01- 09","1.3054","1.3039","1.3106","1.3024","","0.13%"
"2020- 01- 08","1.3037","1.3004","1.3045","1.2974","","0.26%"
"2020- 01- 07","1.3003","1.2962","1.3031","1.2954","","0.31%"
"2020- 01- 06","1.2963","1.2984","1.2992","1.2958","","-0.28%"
"2020- 01- 03","1.2999","1.2980","1.3009","1.2959","","0.16%"
"2020- 01- 02","1.2978","1.2986","1.3009","1.2967","","-0.06%"
"2020- 01- 01","1.2986","1.2986","1.3001","1.2979","","0.00%"
"2019- 12- 31","1.2986","1.3070","1.3071","1.2949","","-0.60%"
"2019- 12- 30","1.3064","1.3076","1.3085","1.3047","","-0.09%"
"2019- 12- 27","1.3076","1.3125","1.3125","1.3062","","-0.34%"
"2019- 12- 26","1.3121","1.3164","1.3165","1.3101","","-0.30%"
"2019- 12- 25","1.3160","1.3165","1.3171","1.3150","","-0.04%"
"2019- 12- 24","1.3165","1.3145","1.3170","1.3140","","0.17%"
"2019- 12- 23","1.3143","1.3148","1.3178","1.3139","","-0.02%"
"2019- 12- 20","1.3146","1.3127","1.3183","1.3119","","0.16%"
"2019- 12- 19","1.3125","1.3112","1.3140","1.3106","","0.09%"
"2019- 12- 18","1.3113","1.3160","1.3177","1.3100","","-0.34%"
"2019- 12- 17","1.3158","1.3154","1.3186","1.3143","","0.06%"
"2019- 12- 16","1.3150","1.3171","1.3187","1.3113","","-0.11%"
"2019- 12- 13","1.3165","1.3186","1.3206","1.3149","","-0.13%"
"2019- 12- 12","1.3182","1.3175","1.3195","1.3160","","0.08%"
"2019- 12- 11","1.3171","1.3231","1.3241","1.3160","","-0.41%"
"2019- 12- 10","1.3225","1.3237","1.3251","1.3222","","-0.09%"
"2019- 12- 09","1.3237","1.3256","1.3266","1.3220","","-0.14%"
"2019- 12- 06","1.3255","1.3171","1.3270","1.3169","","0.62%"
"2019- 12- 05","1.3173","1.3201","1.3205","1.3156","","-0.20%"
"2019- 12- 04","1.3199","1.3296","1.3299","1.3190","","-0.71%"
"2019- 12- 03","1.3294","1.3306","1.3323","1.3281","","-0.11%"
"2019- 12- 02","1.3308","1.3279","1.3311","1.3272","","0.25%"
"2019- 11- 29","1.3275","1.3282","1.3316","1.3270","","-0.02%"
"2019- 11- 28","1.3277","1.3281","1.3301","1.3274","","-0.03%"
"2019- 11- 27","1.3281","1.3272","1.3291","1.3258","","0.08%"
"2019- 11- 26","1.3270","1.3299","1.3318","1.3266","","-0.20%"
"2019- 11- 25","1.3297","1.3302","1.3320","1.3284","","-0.03%"
"2019- 11- 22","1.3301","1.3286","1.3303","1.3252","","0.12%"
"2019- 11- 21","1.3285","1.3302","1.3327","1.3267","","-0.14%"
"2019- 11- 20","1.3303","1.3268","1.3329","1.3260","","0.28%"
"2019- 11- 19","1.3266","1.3205","1.3274","1.3188","","0.45%"
"2019- 11- 18","1.3206","1.3224","1.3237","1.3197","","-0.11%"
"2019- 11- 15","1.3221","1.3247","1.3253","1.3215","","-0.18%"
"2019- 11- 14","1.3245","1.3251","1.3272","1.3242","","-0.03%"
"2019- 11- 13","1.3249","1.3232","1.3270","1.3224","","0.14%"
"2019- 11- 12","1.3231","1.3233","1.3259","1.3214","","0.00%"
"2019- 11- 11","1.3231","1.3222","1.3236","1.3209","","0.02%"
"2019- 11- 08","1.3228","1.3174","1.3238","1.3164","","0.45%"
"2019- 11- 07","1.3169","1.3181","1.3201","1.3156","","-0.08%"
"2019- 11- 06","1.3180","1.3156","1.3195","1.3139","","0.20%"
"2019- 11- 05","1.3154","1.3151","1.3180","1.3110","","0.04%"
"2019- 11- 04","1.3149","1.3133","1.3162","1.3127","","0.11%"
"2019- 11- 01","1.3134","1.3164","1.3197","1.3136","","-0.19%"
"2019- 10- 31","1.3159","1.3158","1.3180","1.3133","","0.02%"
"2019- 10- 30","1.3156","1.3087","1.3209","1.3070","","0.54%"
"2019- 10- 29","1.3085","1.3055","1.3101","1.3039","","0.27%"
"2019- 10- 28","1.3050","1.3062","1.3080","1.3045","","-0.06%"
"2019- 10- 25","1.3058","1.3071","1.3078","1.3053","","-0.10%"
"2019- 10- 24","1.3071","1.3070","1.3095","1.3051","","0.03%"
"2019- 10- 23","1.3067","1.3096","1.3110","1.3064","","-0.18%"
"2019- 10- 22","1.3091","1.3088","1.3124","1.3068","","0.05%"
"2019- 10- 21","1.3084","1.3126","1.3144","1.3077","","-0.30%"
"2019- 10- 18","1.3124","1.3137","1.3147","1.3117","","-0.08%"
"2019- 10- 17","1.3135","1.3202","1.3213","1.3129","","-0.50%"
"2019- 10- 16","1.3201","1.3200","1.3230","1.3182","","0.03%"
"2019- 10- 15","1.3197","1.3233","1.3241","1.3193","","-0.26%"
"2019- 10- 14","1.3231","1.3198","1.3241","1.3190","","0.27%"
"2019- 10- 11","1.3196","1.3293","1.3301","1.3168","","-0.71%"
"2019- 10- 10","1.3290","1.3333","1.3346","1.3267","","-0.30%"
"2019- 10- 09","1.3330","1.3326","1.3340","1.3293","","0.05%"
"2019- 10- 08","1.3324","1.3308","1.3338","1.3286","","0.13%"
"2019- 10- 07","1.3307","1.3314","1.3332","1.3288","","-0.05%"
"2019- 10- 04","1.3313","1.3335","1.3340","1.3297","","-0.16%"
"2019- 10- 03","1.3335","1.3325","1.3348","1.3308","","0.11%"
"2019- 10- 02","1.3321","1.3220","1.3329","1.3203","","0.78%"
"2019- 10- 01","1.3218","1.3241","1.3291","1.3207","","-0.16%"
"2019- 09- 30","1.3239","1.3246","1.3261","1.3223","","-0.04%"
"2019- 09- 27","1.3244","1.3266","1.3279","1.3211","","-0.18%"
"2019- 09- 26","1.3268","1.3267","1.3278","1.3230","","0.02%"
"2019- 09- 25","1.3266","1.3239","1.3289","1.3233","","0.20%"
"2019- 09- 24","1.3240","1.3263","1.3276","1.3230","","-0.16%"
"2019- 09- 23","1.3261","1.3257","1.3306","1.3252","","0.02%"
"2019- 09- 20","1.3259","1.3262","1.3302","1.3252","","-0.01%"
"2019- 09- 19","1.3260","1.3289","1.3308","1.3240","","-0.18%"
"2019- 09- 18","1.3284","1.3243","1.3311","1.3238","","0.32%"
"2019- 09- 17","1.3241","1.3237","1.3300","1.3231","","0.05%"
"2019- 09- 16","1.3235","1.3226","1.3272","1.3205","","-0.36%"
"2019- 09- 13","1.3283","1.3211","1.3289","1.3204","","0.56%"
"2019- 09- 12","1.3209","1.3193","1.3222","1.3174","","0.14%"
"2019- 09- 11","1.3191","1.3152","1.3215","1.3138","","0.32%"
"2019- 09- 10","1.3149","1.3168","1.3192","1.3131","","-0.13%"
"2019- 09- 09","1.3166","1.3173","1.3184","1.3137","","-0.03%"
"2019- 09- 06","1.3170","1.3228","1.3237","1.3156","","-0.43%"
"2019- 09- 05","1.3227","1.3223","1.3247","1.3190","","0.04%"
"2019- 09- 04","1.3222","1.3336","1.3346","1.3216","","-0.83%"
"2019- 09- 03","1.3332","1.3327","1.3384","1.3321","","0.05%"
"2019- 09- 02","1.3325","1.3314","1.3363","1.3311","","0.11%"
"2019- 08- 30","1.3310","1.3286","1.3335","1.3245","","0.20%"
"2019- 08- 29","1.3284","1.3307","1.3321","1.3270","","-0.16%"
"2019- 08- 28","1.3305","1.3281","1.3319","1.3279","","0.19%"
"2019- 08- 27","1.3280","1.3254","1.3302","1.3223","","0.20%"
"2019- 08- 26","1.3253","1.3294","1.3320","1.3244","","-0.19%"
"2019- 08- 23","1.3278","1.3302","1.3340","1.3275","","-0.18%"
"2019- 08- 22","1.3302","1.3291","1.3317","1.3273","","0.10%"
"2019- 08- 21","1.3289","1.3315","1.3329","1.3253","","-0.19%"
"2019- 08- 20","1.3314","1.3325","1.3346","1.3306","","-0.07%"
"2019- 08- 19","1.3323","1.3272","1.3339","1.3250","","0.40%"
"2019- 08- 16","1.3270","1.3311","1.3326","1.3259","","-0.29%"
"2019- 08- 15","1.3308","1.3320","1.3340","1.3284","","-0.07%"
"2019- 08- 14","1.3317","1.3222","1.3327","1.3208","","0.73%"
"2019- 08- 13","1.3221","1.3239","1.3294","1.3184","","-0.13%"
"2019- 08- 12","1.3238","1.3226","1.3251","1.3202","","0.09%"
"2019- 08- 09","1.3226","1.3225","1.3276","1.3194","","0.02%"
"2019- 08- 08","1.3224","1.3301","1.3315","1.3219","","-0.57%"
"2019- 08- 07","1.3300","1.3281","1.3346","1.3267","","0.17%"
"2019- 08- 06","1.3278","1.3215","1.3293","1.3185","","0.49%"
"2019- 08- 05","1.3213","1.3209","1.3249","1.3175","","0.07%"
"2019- 08- 02","1.3204","1.3211","1.3266","1.3198","","-0.05%"
"2019- 08- 01","1.3211","1.3192","1.3249","1.3180","","0.17%"
"2019- 07- 31","1.3189","1.3152","1.3215","1.3103","","0.33%"
"2019- 07- 30","1.3146","1.3163","1.3192","1.3141","","-0.11%"
"2019- 07- 29","1.3161","1.3167","1.3184","1.3147","","-0.04%"
"2019- 07- 26","1.3166","1.3166","1.3200","1.3155","","0.04%"
"2019- 07- 25","1.3161","1.3143","1.3169","1.3113","","0.17%"
"2019- 07- 24","1.3139","1.3133","1.3152","1.3117","","0.05%"
"2019- 07- 23","1.3132","1.3120","1.3165","1.3114","","0.11%"
"2019- 07- 22","1.3118","1.3066","1.3122","1.3040","","0.44%"
"2019- 07- 19","1.3060","1.3028","1.3110","1.3014","","0.27%"
"2019- 07- 18","1.3025","1.3052","1.3097","1.3023","","-0.17%"
"2019- 07- 17","1.3047","1.3088","1.3095","1.3033","","-0.30%"
"2019- 07- 16","1.3086","1.3049","1.3093","1.3021","","0.30%"
"2019- 07- 15","1.3047","1.3035","1.3054","1.3019","","0.14%"
"2019- 07- 12","1.3029","1.3072","1.3081","1.3016","","-0.33%"
"2019- 07- 11","1.3072","1.3083","1.3093","1.3040","","-0.06%"
"2019- 07- 10","1.3080","1.3127","1.3145","1.3060","","-0.34%"
"2019- 07- 09","1.3125","1.3097","1.3143","1.3086","","0.25%"
"2019- 07- 08","1.3092","1.3071","1.3104","1.3047","","0.13%"
"2019- 07- 05","1.3075","1.3053","1.3138","1.3043","","0.19%"
"2019- 07- 04","1.3050","1.3059","1.3081","1.3035","","-0.02%"
"2019- 07- 03","1.3053","1.3108","1.3121","1.3055","","-0.39%"
"2019- 07- 02","1.3104","1.3135","1.3140","1.3094","","-0.23%"
"2019- 07- 01","1.3134","1.3093","1.3146","1.3063","","0.34%"
"2019- 06- 28","1.3090","1.3095","1.3105","1.3057","","-0.04%"
"2019- 06- 27","1.3095","1.3127","1.3140","1.3089","","-0.23%"
"2019- 06- 26","1.3125","1.3167","1.3195","1.3105","","-0.32%"
"2019- 06- 25","1.3167","1.3180","1.3209","1.3150","","-0.08%"
"2019- 06- 24","1.3177","1.3221","1.3223","1.3176","","-0.33%"
"2019- 06- 21","1.3221","1.3189","1.3230","1.3160","","0.24%"
"2019- 06- 20","1.3189","1.3281","1.3288","1.3149","","-0.67%"
"2019- 06- 19","1.3278","1.3377","1.3385","1.3277","","-0.73%"
"2019- 06- 18","1.3376","1.3413","1.3434","1.3373","","-0.26%"
"2019- 06- 17","1.3411","1.3405","1.3421","1.3391","","0.00%"
"2019- 06- 14","1.3411","1.3326","1.3424","1.3321","","0.65%"
"2019- 06- 13","1.3324","1.3343","1.3345","1.3298","","-0.13%"
"2019- 06- 12","1.3341","1.3284","1.3346","1.3271","","0.47%"
"2019- 06- 11","1.3279","1.3269","1.3310","1.3248","","0.11%"
"2019- 06- 10","1.3265","1.3249","1.3282","1.3224","","0.00%"
"2019- 06- 07","1.3265","1.3359","1.3369","1.3260","","-0.72%"
"2019- 06- 06","1.3361","1.3413","1.3432","1.3357","","-0.38%"
"2019- 06- 05","1.3412","1.3394","1.3430","1.3361","","0.16%"
"2019- 06- 04","1.3390","1.3439","1.3455","1.3379","","-0.32%"
"2019- 06- 03","1.3433","1.3522","1.3529","1.3433","","-0.58%"
"2019- 05- 31","1.3512","1.3501","1.3566","1.3491","","0.10%"
"2019- 05- 30","1.3498","1.3520","1.3522","1.3483","","-0.16%"
"2019- 05- 29","1.3519","1.3494","1.3548","1.3479","","0.21%"
"2019- 05- 28","1.3490","1.3443","1.3500","1.3431","","0.36%"
"2019- 05- 27","1.3441","1.3433","1.3454","1.3428","","0.04%"
"2019- 05- 24","1.3436","1.3474","1.3484","1.3428","","-0.27%"
"2019- 05- 23","1.3472","1.3436","1.3504","1.3429","","0.32%"
"2019- 05- 22","1.3429","1.3409","1.3440","1.3355","","0.18%"
"2019- 05- 21","1.3405","1.3428","1.3437","1.3394","","-0.16%"
"2019- 05- 20","1.3426","1.3462","1.3466","1.3414","","-0.22%"
"2019- 05- 17","1.3455","1.3458","1.3515","1.3432","","-0.01%"
"2019- 05- 16","1.3457","1.3437","1.3471","1.3398","","0.15%"
"2019- 05- 15","1.3437","1.3462","1.3495","1.3425","","-0.16%"
"2019- 05- 14","1.3459","1.3477","1.3489","1.3453","","-0.12%"
"2019- 05- 13","1.3475","1.3421","1.3486","1.3415","","0.47%"
"2019- 05- 10","1.3412","1.3478","1.3486","1.3378","","-0.48%"
"2019- 05- 09","1.3477","1.3481","1.3506","1.3457","","0.00%"
"2019- 05- 08","1.3477","1.3474","1.3488","1.3442","","0.04%"
"2019- 05- 07","1.3472","1.3448","1.3490","1.3408","","0.19%"
"2019- 05- 06","1.3446","1.3434","1.3495","1.3428","","0.19%"
"2019- 05- 03","1.3420","1.3476","1.3491","1.3404","","-0.39%"
"2019- 05- 02","1.3472","1.3443","1.3478","1.3428","","0.23%"
"2019- 05- 01","1.3441","1.3388","1.3463","1.3375","","0.41%"
"2019- 04- 30","1.3386","1.3458","1.3482","1.3379","","-0.52%"
"2019- 04- 29","1.3456","1.3457","1.3481","1.3438","","0.02%"
"2019- 04- 26","1.3453","1.3486","1.3499","1.3449","","-0.24%"
"2019- 04- 25","1.3485","1.3495","1.3518","1.3480","","-0.03%"
"2019- 04- 24","1.3489","1.3424","1.3523","1.3416","","0.50%"
"2019- 04- 23","1.3422","1.3347","1.3445","1.3341","","0.60%"
"2019- 04- 22","1.3342","1.3388","1.3397","1.3333","","-0.36%"
"2019- 04- 19","1.3390","1.3374","1.3397","1.3364","","0.12%"
"2019- 04- 18","1.3374","1.3341","1.3401","1.3334","","0.27%"
"2019- 04- 17","1.3338","1.3347","1.3373","1.3272","","-0.08%"
"2019- 04- 16","1.3349","1.3367","1.3404","1.3344","","-0.10%"
"2019- 04- 15","1.3362","1.3339","1.3391","1.3295","","0.32%"
"2019- 04- 12","1.3320","1.3386","1.3392","1.3310","","-0.48%"
"2019- 04- 11","1.3384","1.3318","1.3400","1.3311","","0.48%"
"2019- 04- 10","1.3320","1.3330","1.3365","1.3304","","-0.06%"
"2019- 04- 09","1.3328","1.3312","1.3336","1.3279","","0.11%"
"2019- 04- 08","1.3313","1.3391","1.3394","1.3303","","-0.52%"
"2019- 04- 05","1.3382","1.3356","1.3404","1.3346","","0.18%"
"2019- 04- 04","1.3358","1.3350","1.3374","1.3335","","0.11%"
"2019- 04- 03","1.3343","1.3337","1.3356","1.3294","","0.04%"
"2019- 04- 02","1.3337","1.3305","1.3377","1.3303","","0.23%"
"2019- 04- 01","1.3306","1.3354","1.3373","1.3297","","-0.28%"
"2019- 03- 29","1.3344","1.3436","1.3447","1.3339","","-0.69%"
"2019- 03- 28","1.3437","1.3409","1.3453","1.3394","","0.21%"
"2019- 03- 27","1.3409","1.3380","1.3442","1.3374","","0.21%"
"2019- 03- 26","1.3381","1.3404","1.3423","1.3370","","-0.15%"
"2019- 03- 25","1.3401","1.3432","1.3447","1.3397","","-0.19%"
"2019- 03- 22","1.3426","1.3363","1.3434","1.3350","","0.51%"
"2019- 03- 21","1.3358","1.3305","1.3404","1.3272","","0.41%"
"2019- 03- 20","1.3304","1.3317","1.3352","1.3255","","-0.11%"
"2019- 03- 19","1.3319","1.3333","1.3348","1.3248","","-0.11%"
"2019- 03- 18","1.3334","1.3350","1.3371","1.3301","","0.00%"
"2019- 03- 15","1.3334","1.3335","1.3375","1.3287","","0.01%"
"2019- 03- 14","1.3333","1.3300","1.3352","1.3285","","0.22%"
"2019- 03- 13","1.3304","1.3352","1.3373","1.3288","","-0.36%"
"2019- 03- 12","1.3352","1.3391","1.3420","1.3350","","-0.28%"
"2019- 03- 11","1.3389","1.3418","1.3443","1.3390","","-0.18%"
"2019- 03- 08","1.3413","1.3452","1.3470","1.3389","","-0.30%"
"2019- 03- 07","1.3453","1.3442","1.3472","1.3411","","0.10%"
"2019- 03- 06","1.3440","1.3347","1.3459","1.3347","","0.71%"
"2019- 03- 05","1.3345","1.3303","1.3365","1.3299","","0.32%"
"2019- 03- 04","1.3302","1.3293","1.3342","1.3274","","0.05%"
"2019- 03- 01","1.3295","1.3172","1.3312","1.3128","","0.98%"
"2019- 02- 28","1.3166","1.3156","1.3209","1.3138","","0.09%"
"2019- 02- 27","1.3154","1.3168","1.3180","1.3116","","-0.09%"
"2019- 02- 26","1.3166","1.3192","1.3239","1.3152","","-0.17%"
"2019- 02- 25","1.3188","1.3144","1.3200","1.3112","","0.40%"
"2019- 02- 22","1.3136","1.3231","1.3245","1.3131","","-0.71%"
"2019- 02- 21","1.3230","1.3176","1.3239","1.3160","","0.43%"
"2019- 02- 20","1.3174","1.3211","1.3222","1.3148","","-0.24%"
"2019- 02- 19","1.3206","1.3244","1.3285","1.3203","","-0.25%"
"2019- 02- 18","1.3239","1.3241","1.3250","1.3224","","-0.03%"
"2019- 02- 15","1.3243","1.3295","1.3317","1.3241","","-0.38%"
"2019- 02- 14","1.3293","1.3252","1.3344","1.3227","","0.31%"
"2019- 02- 13","1.3252","1.3237","1.3264","1.3194","","0.13%"
"2019- 02- 12","1.3235","1.3303","1.3319","1.3231","","-0.52%"
"2019- 02- 11","1.3304","1.3281","1.3322","1.3260","","0.21%"
"2019- 02- 08","1.3276","1.3305","1.3330","1.3230","","-0.23%"
"2019- 02- 07","1.3306","1.3213","1.3322","1.3203","","0.71%"
"2019- 02- 06","1.3212","1.3123","1.3220","1.3122","","0.67%"
"2019- 02- 05","1.3124","1.3110","1.3156","1.3100","","0.11%"
"2019- 02- 04","1.3110","1.3112","1.3148","1.3085","","0.09%"
"2019- 02- 01","1.3098","1.3123","1.3161","1.3066","","-0.18%"
"2019- 01- 31","1.3122","1.3150","1.3167","1.3118","","-0.19%"
"2019- 01- 30","1.3147","1.3270","1.3285","1.3116","","-0.89%"
"2019- 01- 29","1.3265","1.3264","1.3289","1.3240","","0.02%"
"2019- 01- 28","1.3262","1.3218","1.3287","1.3201","","0.34%"
"2019- 01- 25","1.3217","1.3349","1.3364","1.3212","","-0.97%"
"2019- 01- 24","1.3347","1.3341","1.3377","1.3328","","0.07%"
"2019- 01- 23","1.3338","1.3355","1.3371","1.3303","","-0.10%"
"2019- 01- 22","1.3352","1.3293","1.3360","1.3291","","0.47%"
"2019- 01- 21","1.3290","1.3249","1.3320","1.3249","","0.25%"
"2019- 01- 18","1.3257","1.3278","1.3286","1.3230","","-0.14%"
"2019- 01- 17","1.3275","1.3254","1.3321","1.3245","","0.17%"
"2019- 01- 16","1.3253","1.3264","1.3286","1.3233","","-0.08%"
"2019- 01- 15","1.3263","1.3282","1.3296","1.3224","","-0.16%"
"2019- 01- 14","1.3284","1.3262","1.3299","1.3250","","0.15%"
"2019- 01- 11","1.3264","1.3236","1.3280","1.3181","","0.23%"
"2019- 01- 10","1.3234","1.3209","1.3261","1.3199","","0.20%"
"2019- 01- 09","1.3207","1.3275","1.3282","1.3178","","-0.49%"
"2019- 01- 08","1.3272","1.3298","1.3323","1.3265","","-0.18%"
"2019- 01- 07","1.3296","1.3376","1.3391","1.3276","","-0.57%"
"2019- 01- 04","1.3372","1.3488","1.3498","1.3371","","-0.85%"
"2019- 01- 03","1.3487","1.3577","1.3656","1.3467","","-0.66%"
"2019- 01- 02","1.3577","1.3636","1.3664","1.3566","","-0.44%"
"2019- 01- 01","1.3637","1.3636","1.3647","1.3634","","0.00%"
"2018- 12- 31","1.3637","1.3631","1.3666","1.3607","","0.00%"
"2018- 12- 28","1.3637","1.3619","1.3662","1.3590","","0.15%"
"2018- 12- 27","1.3616","1.3574","1.3662","1.3564","","0.34%"
"2018- 12- 26","1.3570","1.3592","1.3619","1.3566","","-0.13%"
"2018- 12- 25","1.3588","1.3601","1.3622","1.3574","","-0.12%"
"2018- 12- 24","1.3604","1.3599","1.3618","1.3564","","0.04%"
"2018- 12- 21","1.3598","1.3510","1.3604","1.3490","","0.67%"
"2018- 12- 20","1.3507","1.3485","1.3532","1.3444","","0.18%"
"2018- 12- 19","1.3483","1.3463","1.3508","1.3413","","0.15%"
"2018- 12- 18","1.3463","1.3406","1.3498","1.3388","","0.45%"
"2018- 12- 17","1.3403","1.3381","1.3422","1.3371","","0.16%"
"2018- 12- 14","1.3382","1.3354","1.3403","1.3345","","0.24%"
"2018- 12- 13","1.3350","1.3350","1.3385","1.3336","","0.01%"
"2018- 12- 12","1.3349","1.3390","1.3401","1.3320","","-0.29%"
"2018- 12- 11","1.3388","1.3395","1.3426","1.3376","","-0.04%"
"2018- 12- 10","1.3393","1.3322","1.3418","1.3290","","0.56%"
"2018- 12- 07","1.3319","1.3385","1.3402","1.3251","","-0.44%"
"2018- 12- 06","1.3378","1.3353","1.3446","1.3352","","0.19%"
"2018- 12- 05","1.3352","1.3261","1.3401","1.3250","","0.70%"
"2018- 12- 04","1.3259","1.3197","1.3268","1.3162","","0.49%"
"2018- 12- 03","1.3195","1.3258","1.3269","1.3159","","-0.74%"
"2018- 11- 30","1.3293","1.3282","1.3335","1.3270","","0.09%"
"2018- 11- 29","1.3281","1.3276","1.3314","1.3251","","0.05%"
"2018- 11- 28","1.3275","1.3296","1.3361","1.3240","","-0.14%"
"2018- 11- 27","1.3293","1.3256","1.3330","1.3233","","0.32%"
"2018- 11- 26","1.3250","1.3232","1.3263","1.3186","","0.12%"
"2018- 11- 23","1.3234","1.3187","1.3260","1.3182","","0.35%"
"2018- 11- 22","1.3188","1.3231","1.3247","1.3180","","-0.31%"
"2018- 11- 21","1.3229","1.3304","1.3319","1.3224","","-0.56%"
"2018- 11- 20","1.3304","1.3171","1.3320","1.3153","","1.02%"
"2018- 11- 19","1.3170","1.3146","1.3203","1.3141","","0.21%"
"2018- 11- 16","1.3143","1.3182","1.3188","1.3125","","-0.24%"
"2018- 11- 15","1.3175","1.3243","1.3251","1.3154","","-0.47%"
"2018- 11- 14","1.3237","1.3240","1.3265","1.3205","","0.02%"
"2018- 11- 13","1.3234","1.3246","1.3265","1.3213","","-0.08%"
"2018- 11- 12","1.3245","1.3196","1.3251","1.3180","","0.27%"
"2018- 11- 09","1.3209","1.3154","1.3234","1.3138","","0.45%"
"2018- 11- 08","1.3150","1.3110","1.3185","1.3085","","0.31%"
"2018- 11- 07","1.3110","1.3123","1.3160","1.3054","","-0.09%"
"2018- 11- 06","1.3122","1.3110","1.3146","1.3101","","0.11%"
"2018- 11- 05","1.3108","1.3105","1.3117","1.3069","","0.01%"
"2018- 11- 02","1.3107","1.3084","1.3120","1.3046","","0.16%"
"2018- 11- 01","1.3086","1.3156","1.3171","1.3066","","-0.50%"
"2018- 10- 31","1.3152","1.3107","1.3172","1.3104","","0.36%"
"2018- 10- 30","1.3105","1.3133","1.3149","1.3098","","-0.21%"
"2018- 10- 29","1.3133","1.3108","1.3151","1.3080","","0.21%"
"2018- 10- 26","1.3105","1.3072","1.3161","1.3066","","0.28%"
"2018- 10- 25","1.3069","1.3057","1.3100","1.3013","","0.13%"
"2018- 10- 24","1.3052","1.3085","1.3102","1.2967","","-0.24%"
"2018- 10- 23","1.3084","1.3101","1.3123","1.3073","","-0.11%"
"2018- 10- 22","1.3099","1.3097","1.3128","1.3077","","0.02%"
"2018- 10- 19","1.3097","1.3083","1.3133","1.3025","","0.09%"
"2018- 10- 18","1.3085","1.3018","1.3089","1.3017","","0.53%"
"2018- 10- 17","1.3016","1.2934","1.3028","1.2930","","0.65%"
"2018- 10- 16","1.2932","1.2991","1.3001","1.2914","","-0.45%"
"2018- 10- 15","1.2990","1.3022","1.3053","1.2952","","-0.24%"
"2018- 10- 12","1.3021","1.3032","1.3053","1.3000","","-0.05%"
"2018- 10- 11","1.3027","1.3068","1.3073","1.3012","","-0.30%"
"2018- 10- 10","1.3066","1.2946","1.3071","1.2924","","0.93%"
"2018- 10- 09","1.2945","1.2965","1.3005","1.2934","","-0.14%"
"2018- 10- 08","1.2963","1.2944","1.3012","1.2936","","0.22%"
"2018- 10- 05","1.2935","1.2923","1.2956","1.2893","","0.09%"
"2018- 10- 04","1.2923","1.2869","1.2939","1.2855","","0.44%"
"2018- 10- 03","1.2867","1.2823","1.2885","1.2805","","0.36%"
"2018- 10- 02","1.2821","1.2813","1.2841","1.2797","","0.09%"
"2018- 10- 01","1.2810","1.2902","1.2902","1.2780","","-0.73%"
"2018- 09- 28","1.2904","1.3042","1.3052","1.2903","","-1.04%"
"2018- 09- 27","1.3040","1.3020","1.3083","1.3013","","0.18%"
"2018- 09- 26","1.3017","1.2953","1.3026","1.2942","","0.51%"
"2018- 09- 25","1.2951","1.2956","1.2974","1.2934","","-0.03%"
"2018- 09- 24","1.2955","1.2915","1.2958","1.2907","","0.33%"
"2018- 09- 21","1.2913","1.2903","1.2945","1.2884","","0.09%"
"2018- 09- 20","1.2901","1.2917","1.2935","1.2883","","-0.09%"
"2018- 09- 19","1.2912","1.2974","1.3003","1.2898","","-0.46%"
"2018- 09- 18","1.2972","1.3043","1.3066","1.2969","","-0.54%"
"2018- 09- 17","1.3042","1.3037","1.3050","1.3000","","0.08%"
"2018- 09- 14","1.3031","1.2997","1.3056","1.2981","","0.27%"
"2018- 09- 13","1.2996","1.2997","1.3027","1.2973","","0.01%"
"2018- 09- 12","1.2995","1.3067","1.3080","1.2978","","-0.54%"
"2018- 09- 11","1.3065","1.3164","1.3176","1.3040","","-0.74%"
"2018- 09- 10","1.3162","1.3173","1.3200","1.3149","","0.06%"
"2018- 09- 07","1.3154","1.3142","1.3192","1.3108","","0.12%"
"2018- 09- 06","1.3138","1.3175","1.3228","1.3126","","-0.27%"
"2018- 09- 05","1.3173","1.3188","1.3208","1.3157","","-0.10%"
"2018- 09- 04","1.3186","1.3092","1.3209","1.3087","","0.73%"
"2018- 09- 03","1.3090","1.3039","1.3104","1.3039","","0.41%"
"2018- 08- 31","1.3037","1.2983","1.3090","1.2971","","0.45%"
"2018- 08- 30","1.2979","1.2906","1.3001","1.2901","","0.60%"
"2018- 08- 29","1.2902","1.2931","1.2963","1.2900","","-0.20%"
"2018- 08- 28","1.2928","1.2969","1.2984","1.2885","","-0.27%"
"2018- 08- 27","1.2963","1.3028","1.3069","1.2952","","-0.49%"
"2018- 08- 24","1.3027","1.3081","1.3105","1.3009","","-0.40%"
